Proposicoes,Ementa,Autor,UF,Partido,Apresentscao,Situacao,Link,Codfificacao Georgia,Codificacao Flavia,Codfificacao por busca de palavras,pandemia,covid,coronav,emergencial,calamidade
PLP 112/2020,"""Institui Empréstimo Compulsório incidente sobre Grandes Fortunas, nos termos do inciso I do art. 148 da Constituição Federal, que financiará necessidades de proteção social decorrentes do Covid-19.""",Celso Sabino,PA,PSDB,27/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250676,1,1,1,#VALUE!,190,#VALUE!,#VALUE!,#VALUE!
PL 2224/2020,"Estabelece medidas de emergência nacional para assegurar a reorganização do setor produtivo, alimentício e econômico com o objetivo de gerar insumos essenciais no enfrentamento da pandemia de COVID-19; dá outras providências. ",Alexandre Padilha,SP,PT,27/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250708,1,1,1,181,193,#VALUE!,#VALUE!,#VALUE!
PL 1791/2020,"Dispõe sobre a suspensão temporária do pagamento de mensalidades do Fundo de Financiamento Estudantil (Fies) enquanto perdurar a paralisação de atividades letivas em decorrência da pandemia do Covid-19, e dá outras providências.",Pastor Gil,MA,PL,14/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247431,1,1,1,182,194,#VALUE!,#VALUE!,#VALUE!
PL 2325/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para assegurar a continuidade do pagamento do seguro-desemprego pelo tempo de duração do estado de emergência pública causada pelo SARS-CoV-2 (Covid-19).",Flaviano Melo,AC,MDB,30/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2251066,1,1,1,#VALUE!,195,#VALUE!,#VALUE!,#VALUE!
PL 1679/2020,"Determina a suspensão do pagamento de tributos federais, estaduais e municipais aos prestadores de serviços turísticos para o enfrentamento da situação de emergência em decorrência da pandemia do Covid-19.",Eduardo Bismarck,CE,PDT,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244916,1,1,1,185,197,#VALUE!,#VALUE!,#VALUE!
PL 2201/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para prever a obrigação de reconversão industrial destinada à produção de bens essenciais no enfrentamento da emergência de saúde pública decorrente Covid-19.    ",Jorge Solla;Alexandre Padilha,BA;SP,PT;PT,27/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250645,1,1,1,#VALUE!,201,#VALUE!,#VALUE!,#VALUE!
PL 2109/2020,"Acrescenta-se parágrafo único no art. 11º da Lei nº 8.112, de 11 de dezembro de 1990, para assegurar bonificação, em concurso público, aos profissionais essenciais que trabalharam no enfrentamento ao COVID-19.",Bira do Pindaré,MA,PSB,23/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250416,1,1,1,#VALUE!,201,#VALUE!,#VALUE!,#VALUE!
PL 2331/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para simplificar e flexibilizar as exigências técnicas sanitárias previstas para o registro de ventiladores e respiradores pulmonares durante a pandemia de Covid-19",Carlos Chiodini,SC,MDB,30/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2251082,1,1,1,196,208,#VALUE!,#VALUE!,#VALUE!
PL 1622/2020,"Altera a Lei 13.979 de 2020, para dispor sobre a obrigatoriedade da notificação compulsória e imediata dos diagnósticos de casos de síndrome respiratória aguda assim como dos casos suspeitos e confirmados da COVID-19.",Carmen Zanotto;Mariana Carvalho;Jorge Solla;Rodrigo Coelho;Alexandre Serfiotis;Alexandre Padilha;Paula Belmonte;Dra. Soraya Manato;Felipe Rigoni,SC;RO;BA;SC;RJ;SP;DF;ES;ES,CIDADANIA;PSDB;PT;PSB;PSD;PT;CIDADANIA;PSL;PSB,06/04/2020,Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244115,1,1,1,#VALUE!,209,#VALUE!,#VALUE!,#VALUE!
PL 1709/2020,"Estabelece regras a serem observadas pelas prestadoras do serviço público de distribuição de energia elétrica, água e esgotamento sanitário durante o período de emergência de saúde pública devida à pandemia da Covid-19, e após o término da crise de saúde, mediante alteração da Lei nº 13.979, de 6 de fevereiro de 2020, e dá outras providências.",Joice Hasselmann;Léo Moraes,SP;RO,PSL;PODE,03/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244989,1,1,1,199,211,#VALUE!,#VALUE!,#VALUE!
PL 1843/2020,Determina que o resultado financeiro positivo das operações do Banco Central do Brasil com reservas cambiais seja destinado para o custeio das despesas do Ministério da Saúde com medidas de combate ao surto do Covid-19.,Paulo Ramos,RJ,PDT,13/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248023,1,1,1,#VALUE!,211,#VALUE!,#VALUE!,#VALUE!
PL 1498/2020,"Suspende as atividades do mercado de ações, títulos ou valores mobiliários, em território brasileiro por 120 dias, em caráter excepcional, como medida restritiva para conter a disseminação pandêmica da enfermidade COVID-19,",Paulo Ramos,RJ,PDT,03/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242853,1,1,1,#VALUE!,215,#VALUE!,#VALUE!,#VALUE!
PLP 102/2020,"Institui empréstimo compulsório sobre saldos financeiros dos fundos públicos federais para aplicações em programas de saúde, assistência social e de manutenção e geração de emprego e renda em decorrência da pandemia de COVID-19.",Renildo Calheiros;Jandira Feghali;Perpétua Almeida,PE;RJ;AC,PCdoB;PCdoB;PCdoB,17/04/2020,Aguardando Definição Encaminhamento,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249919,1,1,1,208,220,#VALUE!,#VALUE!,#VALUE!
PL 2001/2020,"Altera a Lei n° 9.504, de 30 de setembro de 1997, para estabelecer medidas excepcionais de segurança sanitária a serem adotadas durante o processo de votação, nas eleições municipais de 2020, tendo em vista a pandemia de Covid-19 que acomete o País.",Hildo Rocha,MA,MDB,17/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249928,1,1,1,210,222,#VALUE!,#VALUE!,#VALUE!
PL 1649/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para dispor sobre a simplificação dos processos de pedido de proteção dos direitos relativos à propriedade industrial que versem sobre produtos e tecnologias úteis no combate à Covid-19.",Dra. Soraya Manato;Jorge Solla;Carmen Zanotto;Patricia Ferraz;Adriana Ventura;Paula Belmonte,ES;BA;SC;AP;SP;DF,PSL;PT;CIDADANIA;PODE;NOVO;CIDADANIA,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244196,1,1,1,#VALUE!,229,#VALUE!,#VALUE!,#VALUE!
PL 1415/2020,"Altera a Lei n° 7.713, de 22 de dezembro de 1988, para conceder isenção de Imposto de Renda da Pessoa Física, no ano de 2020, aos médicos e demais profissionais da área da saúde que estão na linha de frente do combate à pandemia do Covid-19.",Wladimir Garotinho,RJ,PSD,01/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242691,1,1,1,221,233,#VALUE!,#VALUE!,#VALUE!
PL 1829/2020,"Altera o art. 320, da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro (CTB), permitindo que a receita arrecadada com a cobrança das multas de trânsito possa ser aplicada no combate à pandemia do COVID-19",Major Fabiana,RJ,PSL,13/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247983,1,1,1,222,234,#VALUE!,#VALUE!,#VALUE!
PL 1636/2020,"Altera a Lei n. 9.656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde, para dispor sobre a suspensão de carência nos planos de saúde privados de assistência à saúde em casos de pandemias - COVID-19.",Rejane Dias,PI,PT,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244160,1,1,1,223,235,#VALUE!,#VALUE!,#VALUE!
PL 1888/2020,"Dispõe sobre a prestação de auxílio financeiro pela União às Instituições de Longa Permanência para Idosos (ILPI), no exercício de 2020, em razão do enfrentamento da emergência de saúde pública de importância internacional decorrente do corona vírus (Covid-19).",Leandre;Mariana Carvalho;Rodrigo Coelho;Tereza Nelma,PR;RO;SC;AL,PV;PSDB;PSB;PSDB,14/04/2020,Transformado em Norma Jurídica,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248234,1,1,1,#VALUE!,252,#VALUE!,#VALUE!,#VALUE!
PL 1810/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para proibir o aumento de preços dos medicamentos, insumos farmacêuticos e produtos hospitalares durante o período de emergência de saúde pública de importância internacional decorrente da pandemia de Covid-19.",Dra. Soraya Manato,ES,PSL,13/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247958,1,1,1,241,253,#VALUE!,#VALUE!,#VALUE!
PL 1464/2020,"Obriga o funcionamento dos serviços públicos e privados, do comércio, da indústria e das instituições educacionais, durante feriados nacionais no ano de 2020, em todo o território nacional, como forma de compensar as perdas econômicas geradas pelo vírus Covid-19. ",Filipe Barros,PR,PSL,02/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242789,1,1,1,#VALUE!,255,#VALUE!,#VALUE!,#VALUE!
PL 1816/2020,Dispõe sobre a necessidade de cirurgiões-dentistas nos quadros de Institutos Médicos Legais em âmbito nacional com o objetivo de operacionalizar as medidas de enfrentamento da emergência de saúde pública de importância internacional decorrentes da epidemia de COVID-19 ,Patricia Ferraz,AP,PODE,13/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247970,1,1,1,#VALUE!,261,#VALUE!,#VALUE!,#VALUE!
PL 2211/2020,"Altera a Lei nº 8.078, de 11 de setembro de 1990, Código de Defesa do Consumidor, para estabelecer a proibição de aumento de preços e do corte de serviços que especifica e cria o tipo penal de aumento de preços de bens e serviços essenciais, durante a pandemia de Covid-19.",Weliton Prado,MG,PROS,27/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250666,1,1,1,253,265,#VALUE!,#VALUE!,#VALUE!
PL 1481/2020,"Dispõe sobre a suspensão da cobrança de empréstimos pessoais, consignados, financiamento imobiliário de imóveis urbanos e rurais e financiamentos no âmbito do Programa Minha Casa Minha Vida - MCMV, com objetivo de mitigar os impactos socieconômicos da pandemia do COVID-19.",Marcon,RS,PT,02/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242817,1,1,1,253,265,#VALUE!,#VALUE!,#VALUE!
PL 1821/2020,"Autoriza o Poder Executivo a conceder auxílio financeiro temporário às Micro Empresas - ME, garantindo o pagamento dos salários de seus empregados, auxílio aluguel comercial e isenção de imposto no período de restrição à movimentação e contato pelo motivo da pandemia Covid-19 (Corona vírus).",Reginaldo Lopes,MG,PT,13/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247975,1,1,1,260,269,#VALUE!,#VALUE!,#VALUE!
PL 1865/2020,"Suspende o decurso dos prazos de garantia previstos na Lei nº 8.078, de 11 de setembro de 1990, durante o período de restrição das atividades de atendimento ao consumidor, em decorrência da emergência de saúde pública de importância internacional causada pelo surto do Covid-19.",Denis Bezerra,CE,PSB,14/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248049,1,1,1,#VALUE!,270,#VALUE!,#VALUE!,#VALUE!
PL 2219/2020,"Altera a Lei nº 8.078, de 11 de setembro de 1990, Código de Defesa do Consumidor, para estabelecer a suspensão dos vencimentos das faturas de água e esgoto, energia elétrica, gás canalizado, telefonia fixa e móvel e internet por noventa dias ou enquanto durar a pandemia da Covid-19.",Weliton Prado,MG,PROS,27/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250699,1,1,1,263,275,#VALUE!,#VALUE!,#VALUE!
PLP 92/2020,"Proíbe o débito pelas instituições financeiras, mediante pagamento automático em conta corrente ou de poupança, de compromissos contratuais ou dívidas de qualquer natureza assumidos, junto a essas mesmas instituições, pelos respectivos titulares das contas, durante a emergência de saúde pública de importância internacional decorrente do surto do Covid-19.",Flávia Arruda,DF,PL,14/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248037,1,1,1,#VALUE!,349,#VALUE!,#VALUE!,#VALUE!
PLP 93/2020,"Autoriza as instituições financeiras, mediante equalização de taxas de juros, a alongarem dívidas decorrentes de empréstimos e financiamentos de qualquer natureza, bem como a disponibilizar linhas de crédito, a título de capital de giro, em favor de pessoas jurídicas cujas atividades econômicas tenham sido impactadas negativamente em decorrência da pandemia da Covid-19. ",Glaustin da Fokus,GO,PSC,14/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248040,1,1,1,352,364,#VALUE!,#VALUE!,#VALUE!
PL 1809/2020,"
Acrescenta os parágrafos 1º e 2º ao art. 1º da Lei nº 9.478, de 6 de agosto de 1997, para declarar de elevado impacto social e de interesse para a política energética nacional a comercialização de gás liquefeito de petróleo - GLP, destinado exclusivamente ao uso doméstico em recipientes transportáveis de capacidade de até 13 kg, impedindo aumento de preços durante a pandemia de Covid-19.
",Weliton Prado,MG,PROS,13/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247957,1,1,1,371,383,#VALUE!,#VALUE!,#VALUE!
PL 1404/2020,"Altera a Lei n. 6.259, de 30 de outubro de 2020, que dispõe de Vigilância Epidemiológica, sobre o Programa Nacional de Imunizações, estabelece normas relativas à notificação compulsória de doenças, e dá outras providências, para garantir a gratuidade de pedágio a todos os profissionais de segurança pública previstos no art. 144 da Constituição Federal, durante o período de pandemia do vírus COVID-19  - Corona vírus. ",Capitão Augusto,SP,PL,01/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242674,1,1,1,377,395,#VALUE!,#VALUE!,#VALUE!
PL 1733/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para permitir que os contribuintes, pessoas físicas e jurídicas, possam destinar recursos do Imposto de Renda ao Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC) para que, em pareceria com o Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq), Ministério da Saúde (MS) e Fundo Nacional de Desenvolvimento Científico e Tecnológico (FNDCT) possam desenvolver pesquisa de cunho científico e/ou tecnológico relacionadas ao enfrentamento da Covid-19 e suas consequências.",Geninho Zuliani,SP,DEM,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2246807,1,1,1,#VALUE!,524,#VALUE!,#VALUE!,#VALUE!
PL 2042/2020,Cria o Fundo Nacional de Combate a Epidemias e Pandemias.,Dr. Leonardo,MT,SOLIDARI,20/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249978,1,1,1,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1968/2020,"Dispõe sobre o aumento abusivo de preços por ocasião de endemias, epidemias e pandemias e suas consequências.",Pedro Augusto Bezerra,CE,PTB,16/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249873,1,1,1,79,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 2233/2020,Concede uma bonificação aos trabalhadores envolvidos com o tratamento de doentes da pandemia e dá outras providências,Alexandre Frota,SP,PSDB,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250749,1,1,1,85,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1434/2020,Prevê a anistia das parcelas de financiamentos do Programa Minha Casa Minha - PMCMV em caso de pandemia reconhecida pela Organização Mundial de Saúde - OMS.,João Daniel;Margarida Salomão;Valmir Assunção,SE;MG;BA,PT;PT;PT,01/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242728,1,1,1,96,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1944/2020,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para estabelecer as pandemias, e internações decorrentes, como hipótese de urgência para fins de carência.",Carlos Bezerra,MT,MDB,16/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249318,1,1,1,105,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1694/2020,Dispõe o funcionamento dos equipamentos e serviços que atendam à população em situação de rua em contexto de pandemias e epidemias que exijam isolamento temporário.,Talíria Petrone;David Miranda;Fernanda Melchionna;Marcelo Freixo;Luiza Erundina;Ivan Valente;Sâmia Bomfim;Edmilson Rodrigues;Áurea Carolina,RJ;RJ;RS;RJ;SP;SP;SP;PA;MG,PSOL;PSOL;PSOL;PSOL;PSOL;PSOL;PSOL;PSOL;PSOL,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244946,1,1,1,110,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 2058/2020,Dispõe sobre medidas de proteção aos beneficiários do Fundo de Financiamento Estudantil (Fies) durante situações de pandemia,Walter Alves,RN,MDB,22/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250287,1,1,1,117,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1792/2020,Autoriza o Poder Executivo a controlar preços e a produção de insumos e produtos relacionados ao combate de epidemias e pandemias.,Félix Mendonça Júnior,BA,PDT,13/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247435,1,1,1,121,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1435/2020,Prevê a anistia das parcelas de financiamentos e empréstimos de pessoas físicas que recebam até três salários mínimos em caso de pandemia reconhecida pela Organização Mundial de Saúde - OMS.,João Daniel,SE,PT,01/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242729,1,1,1,130,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 2273/2020,Estabelece o aumento de pena em um terço para em fraudes relacionadas a auxílios emergenciais concedidos durante o período de estado de epidemia ou pandemia declarada.,Eduardo Bismarck;Léo Moraes,CE;RO,PDT;PODE,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250831,1,1,1,149,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1424/2020,"Altera a Lei n. 9.656, de 3 de junho de 1988, que dispõe sobre a saúde suplementar, para proibir rescisão de contratos de planos de saúde durante endemias ou pandemias de grandes proporções.",Flávio Nogueira,PI,PDT,01/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242707,1,1,1,159,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1440/2020,"Altera a Lei nº 10.406, de 10 de janeiro de 2002, que institui o Código Civil, para incluir nas coberturas de seguros de vida, os eventos decorrentes de epidemias ou pandemias, ainda que declaradas por autoridades competentes.",Lucas Vergilio,GO,SOLIDARI,02/04/2020,Retirado pelo Autor,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242759,1,1,1,167,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 2202/2020,"""Dispõe sobre a proibição aumento das contraprestações pecuniárias pagas a título de Plano Privado de Assistência a Saúde, estabelecido pela Lei 9.656, de 03 de junho de 1998, enquanto durar a Pandemia.",Jaqueline Cassol,RO,PP,27/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250648,1,1,1,194,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1743/2020,"Acresce § 3º ao art. 6º da Lei nº 12.514, de 28 de outubro de 2011, para estabelecer redução temporária de anuidades devidas a entidades fiscalizadoras do exercício profissional em decorrência de pandemias, e dá outras providências.",Daniel Coelho,PE,CIDADANIA,09/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247053,1,1,1,197,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 2154/2020,"Altera a Lei nº 9.656, de 3 de junho de 1998, para dispor sobre a obrigatoriedade de cobertura por parte de planos de assistência à saúde para exames de agentes patogênicos causadores de epidemias e pandemias.",Flávia Morais,GO,PDT,23/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250551,1,1,1,200,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1526/2020,"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre a saúde suplementar, para proibir rescisão ou alteração prejudicial de contratos de planos de saúde por iniciativa da opeadora, durante pandemias de grandes proporções.",Valdevan Noventa,SE,PSC,03/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243025,1,1,1,200,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1658/2020,"Torna obrigatório a instalação nas praças de pedágios federais de postos de atendimento com distribuição de alimentos, produtos de higiene e orientações sanitárias para motoristas no período de emergência pública em saúde, pandemia e epidemia declarada.",Alexandre Padilha;Jorge Solla;Patricia Ferraz;Alexandre Serfiotis,SP;BA;AP;RJ,PT;PT;PODE;PSD,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244206,1,1,1,224,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 2149/2020,"Altera a Lei n° 7.210, de 11 de julho de 1984 (Lei de Execução Penal), proibindo a concessão de prisão domiciliar ou qualquer outra medida alternativa ao preso acusado ou condenado por crime hediondo ou membro de facção ou de organização criminosa, em decorrência de surto, epidemia, pandemia, endemia ou situação assemelhada. ",Paulo Eduardo Martins,PR,PSC,23/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250531,1,1,1,285,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1784/2020,"Suspende, enquanto perdurar o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020,a concessão ou orespectivo cumprimento, se já houver sidoconcedido, de mandado judicialpara areintegração de posse de bem imóvel, urbano ou rural, de propriedade pública ou privada, nas hipóteses que especifica.",Paulo Teixeira,SP,PT,10/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247366,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,41
PL 1530/2020,Dispõe sobre a possibilidade de saque do FGTS em estado de calamidade causado por questões de saúde pública.,Pedro Augusto Bezerra,CE,PTB,03/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243032,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,60
PL 2239/2020,Prorroga a validade dos contratos agrários enquanto durar o estado de calamidade pública decretado.,Alexandre Frota,SP,PSDB,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250756,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,71
PLP 75/2020,"Declara a moratória da Dívida Pública Federal enquanto perdurar o estado de calamidade pública decretado pelo Decreto Legislativo  n. 6, de 2020, nas condições que especifica.",Paulo Ramos,RJ,PDT,03/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242864,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,77
PL 1490/2020,"Dispõe sobre a proibição, pelo período em que perdurar o estado de emergência e calamidade pública a inscrição do nome de consumidores nos cadastros de restrição ao crédito, por falta de pagamento nas contas de consumo originadas da prestação de serviços públicos, bancários e comércio em geral. ",Celina Leão,DF,PP,02/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242826,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,81
PL 2143/2020,"Altera a Lei nº 11.437, de 28 de dezembro de 2006, de forma a prever, em caso de calamidades reconhecidas por norma legal, a concessão de apoio financeiro e bolsas de trabalho para artistas e técnicos do setor audiovisual, a título de preservação de sua renda em qualquer caso e, quando não autônomos, de seus empregos.",Paulo Teixeira,SP,PT,23/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250493,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,82
PLP 104/2020,"Dispõe sobre normas gerais a serem utilizadas por ocasião da instituição do Estado de calamidade pública relacionadas à saúde pública em âmbito nacional, e dá outras providências. ",Joaquim Passarinho,PA,PSD,17/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249955,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,87
PL 2243/2020,"Suspende o prazo prescricional, para contagem do tempo de usucapião enquanto durar o estado de calamidade pública decretado. ",Alexandre Frota,SP,PSDB,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250763,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,96
PL 1637/2020,Altera a Lei n' 12.414 de 9 de junho de 2011 para dispor sobre a suspensão durante o estado de calamidade pública da inscrição nos órgãos de restrição e proteção ao crédito dos consumidores em atraso nas contas de serviços essenciais e dos contratos vencidos durante o período de calamidade pública decretado pelo Governo Federal e dá outras providências.,Rejane Dias,PI,PT,07/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244161,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,96
